fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time
7218,664,Herb Dean,2976.0,2884.0,2884.0,5,F,Lightweight,M,KO/TKO,"to    
      Leg Injury",2,2:03
7217,664,Mark Smith,1662.0,2464.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7216,664,Kerry Hatley,981.0,179.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,2,2:42
7215,664,Dan Miragliotta,3831.0,2974.0,3831.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:32
7214,664,Herb Dean,1108.0,2320.0,2320.0,3,F,Featherweight,M,Submission,Guillotine Choke From Bottom Guard,1,3:12
7213,664,Kerry Hatley,3945.0,2373.0,2373.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7212,664,Dan Miragliotta,1752.0,3002.0,1752.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,3,1:15
7211,664,Mark Smith,1885.0,3646.0,3646.0,3,F,Middleweight,M,DQ,Strike to back of head,1,4:15
7210,664,Dan Miragliotta,309.0,3421.0,309.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
7208,664,Kerry Hatley,249.0,1071.0,1071.0,3,F,Women's Bantamweight,F,Decision,Split,3,5:00
7207,663,Jason Herzog,2534.0,3250.0,3250.0,3,F,Welterweight,M,Decision,Split,3,5:00
7206,663,Mark Smith,946.0,1660.0,946.0,3,F,Bantamweight,M,KO/TKO,Punches to Head From Back Control,1,0:54
7205,663,Jason Herzog,23.0,2846.0,23.0,3,F,Lightweight,M,Submission,Anaconda Choke On Ground,2,3:26
7204,663,Chris Tognoni,1348.0,1495.0,1495.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7203,663,Herb Dean,2814.0,1085.0,2814.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,3:38
7202,663,Mark Smith,2181.0,2929.0,2181.0,3,F,Middleweight,M,KO/TKO,Punch to Body At Distance,2,4:44
7201,663,Jason Herzog,3389.0,2400.0,3389.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7200,663,Mark Smith,1064.0,3574.0,3574.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,3:38
7199,663,Chris Tognoni,2196.0,1874.0,2196.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7198,662,Marc Goddard,4089.0,512.0,512.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00
7197,662,Herb Dean,342.0,225.0,225.0,3,F,Heavyweight,M,Submission,Ezekiel Choke From Mount,2,4:37
7196,662,Greg Kleynjans,2285.0,3179.0,2285.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
7195,662,Jim Perdios,471.0,2120.0,471.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:22
7194,662,Marc Goddard,1280.0,335.0,1280.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:12
7193,662,Herb Dean,323.0,2307.0,323.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,3,4:49
7192,662,Greg Kleynjans,2390.0,1865.0,1865.0,3,F,Featherweight,M,KO/TKO,"to    
      Arm Injury",2,3:19
7191,662,Jim Perdios,1573.0,1896.0,1573.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7190,662,Marc Goddard,2650.0,1132.0,2650.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7189,662,Herb Dean,3227.0,1127.0,1127.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7188,662,Greg Kleynjans,42.0,1672.0,1672.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,0:59
7187,662,Jim Perdios,2319.0,3353.0,2319.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,4:49
7186,661,Marc Goddard,2881.0,567.0,2881.0,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,2,3:44
7185,661,Rich Mitchell,2983.0,1523.0,2983.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7184,661,Lukasz Bosacki,899.0,1643.0,899.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,4:44
7183,661,Marc Goddard,1417.0,2691.0,1417.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,1,3:46
7182,661,Loic Pora,2794.0,2849.0,2794.0,3,F,Featherweight,M,KO/TKO,Kick to Body At Distance,3,2:20
7181,661,Rich Mitchell,3488.0,25.0,3488.0,3,F,Featherweight,M,KO/TKO,Kicks to Body At Distance,1,3:51
7180,661,Lukasz Bosacki,2115.0,1971.0,2115.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7179,661,Loic Pora,1986.0,1764.0,1986.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7178,661,Lukasz Bosacki,3395.0,3114.0,3395.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
7177,661,Loic Pora,3837.0,987.0,3837.0,3,F,Bantamweight,M,Submission,Arm Triangle From Side Control,1,4:15
7176,661,Rich Mitchell,3035.0,3505.0,3505.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
7174,660,Mark Craig,632.0,579.0,632.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00
7173,660,Marc Goddard,3477.0,3591.0,3477.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7172,660,Kevin Sataki,1528.0,2868.0,1528.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7171,660,Thomas Fan,3755.0,827.0,3755.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7170,660,Marc Goddard,470.0,1179.0,470.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:24
7169,660,Mark Craig,3390.0,3639.0,3390.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,3:01
7168,660,Kevin Sataki,2265.0,3941.0,3941.0,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,1,4:16
7167,660,Thomas Fan,1463.0,1403.0,1403.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,4:16
7166,660,Marc Goddard,607.0,3820.0,607.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7165,660,Mark Craig,2811.0,2212.0,2811.0,3,F,Welterweight,M,KO/TKO,Punch to Body At Distance,1,3:49
7164,660,Kevin Sataki,2028.0,4049.0,4049.0,3,F,Women's Flyweight,F,KO/TKO,Elbows to Head From Back Control,2,4:49
7163,660,Thomas Fan,3471.0,3072.0,3471.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7162,659,Marc Goddard,541.0,1426.0,1426.0,5,T,Bantamweight,M,KO/TKO,Punches to Head On Ground,2,0:51
7161,659,Kevin MacDonald,16.0,2057.0,16.0,5,T,Women's Strawweight,F,Decision,Unanimous,5,5:00
7160,659,Keith Peterson,1915.0,2865.0,2865.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7159,659,Bryan Miner,3756.0,3829.0,3829.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7158,659,Herb Dean,263.0,1571.0,263.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7157,659,Keith Peterson,164.0,438.0,438.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7156,659,Bryan Miner,988.0,392.0,988.0,3,F,Middleweight,M,KO/TKO,Elbows to Head From Mount,1,1:43
7155,659,John English,2526.0,2487.0,2526.0,3,F,Lightweight,M,Submission,Triangle Choke From Bottom Guard,2,2:39
7154,659,Marc Goddard,2273.0,2840.0,2273.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7153,659,Herb Dean,1230.0,1741.0,1230.0,3,F,Middleweight,M,Decision,Split,3,5:00
7152,659,Kevin MacDonald,2068.0,681.0,681.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7151,659,John English,678.0,1596.0,678.0,3,F,Women's Flyweight,F,Submission,Guillotine Choke From Bottom Guard,1,4:59
7150,658,Mark Smith,1953.0,3185.0,1953.0,5,F,Welterweight,M,Decision,Unanimous,5,5:00
7149,658,Jason Herzog,484.0,3280.0,484.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7148,658,Herb Dean,935.0,3293.0,935.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:40
7147,658,Chris Tognoni,252.0,1958.0,1958.0,3,F,Women's Strawweight,F,Submission,Arm Triangle From Side Control,2,3:42
7146,658,Herb Dean,3198.0,1507.0,3198.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7145,658,Mark Smith,2929.0,1207.0,2929.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7144,658,Jason Herzog,3598.0,1772.0,1772.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,1,2:19
7143,658,Chris Tognoni,1760.0,3684.0,1760.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,1:25
7142,658,Jason Herzog,1850.0,3151.0,3151.0,3,F,Featherweight,M,KO/TKO,Elbows to Head From Mount,1,4:48
7141,658,Herb Dean,1322.0,3634.0,3634.0,3,F,Heavyweight,M,Submission,Kimura From Side Control,1,4:11
7140,658,Chris Tognoni,3988.0,915.0,3988.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,3,3:41
7139,658,Mark Smith,3756.0,2355.0,3756.0,3,F,Bantamweight,M,Submission,Twister From Back Control,1,3:47
7138,658,Jason Herzog,1687.0,822.0,822.0,3,F,Women's Flyweight,F,KO/TKO,Punches to Head At Distance,1,3:41
7137,657,Jason Herzog,857.0,2961.0,857.0,5,F,Catch Weight,M,Decision,Unanimous,5,5:00
7136,657,Kevin MacDonald,3976.0,505.0,505.0,3,F,Women's Strawweight,F,Submission,Guillotine Choke After Drop to Guard,2,1:31
7135,657,Gary Copeland,2413.0,1432.0,2413.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:22
7134,657,Jimmy Neely,1983.0,346.0,1983.0,3,F,Featherweight,M,Submission,Triangle Armbar From Bottom Guard,1,1:38
7133,657,Justin Brown,3716.0,3569.0,3716.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
7132,657,Jason Herzog,3884.0,2205.0,2205.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7131,657,Kevin MacDonald,1213.0,3862.0,1213.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7130,657,Jason Herzog,161.0,2632.0,2632.0,3,F,Welterweight,M,Submission,Anaconda Choke On Ground,3,1:50
7129,657,Kevin MacDonald,1139.0,2420.0,1139.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7128,657,Jimmy Neely,3140.0,2680.0,3140.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
7127,657,Justin Brown,98.0,3597.0,98.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7126,657,Gary Copeland,1372.0,4024.0,4024.0,3,F,Flyweight,M,Submission,Rear Naked Choke,2,3:11
7125,656,Herb Dean,1189.0,2902.0,2902.0,5,F,Lightweight,M,KO/TKO,Kick to Head At Distance,2,1:00
7124,656,Marc Goddard,3762.0,1256.0,1256.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00
7123,656,Dan Miragliotta,2034.0,971.0,2034.0,3,F,Heavyweight,M,KO/TKO,Punches to Head On Ground,1,0:33
7122,656,Dan Miragliotta,3017.0,2728.0,2728.0,3,F,Lightweight,M,Submission,Arm Triangle From Half Guard,3,4:54
7121,656,Marc Goddard,3478.0,2534.0,2534.0,3,F,Welterweight,M,Submission,D'Arce Choke On Ground,1,2:39
7120,656,Herb Dean,3729.0,2834.0,3729.0,3,F,Welterweight,M,Submission,Guillotine Choke After Drop to Guard,1,1:13
7119,656,Dave Seljestad,258.0,876.0,258.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
7118,656,Marc Goddard,2181.0,1054.0,2181.0,3,F,Middleweight,M,KO/TKO,Kick to Head At Distance,2,0:33
7117,656,Tyler Tomlinson,1810.0,2968.0,1810.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,2:37
7116,656,Tyler Tomlinson,760.0,1747.0,1747.0,3,F,Welterweight,M,KO/TKO,Spinning Back Elbow to Head At Distance,3,2:36
7115,656,Dave Seljestad,1804.0,3589.0,1804.0,3,F,Women's Flyweight,F,Submission,Armbar From Mount,3,2:11
7114,655,Marc Goddard,3918.0,330.0,3918.0,5,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:13
7113,655,Jason Herzog,1790.0,529.0,529.0,3,F,Women's Flyweight,F,Submission,Armbar From Guard,1,1:55
7112,655,Marc Goddard,102.0,2991.0,102.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7111,655,Daniel Movahedi,3362.0,1570.0,3362.0,3,F,Middleweight,M,KO/TKO,Elbows to Head From Mount,2,4:40
7110,655,Jason Herzog,2583.0,11.0,11.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7109,655,Loic Pora,1552.0,3340.0,1552.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7108,655,Marc Goddard,2737.0,1869.0,1869.0,3,F,Bantamweight,M,Decision,Split,3,5:00
7107,655,Jason Herzog,1004.0,1307.0,1307.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,2,4:57
7106,655,Daniel Movahedi,3229.0,4005.0,4005.0,3,F,Lightweight,M,Submission,D'Arce Choke From Side Control,2,4:26
7105,655,Loic Pora,1311.0,1191.0,1311.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
7104,655,Marc Goddard,1564.0,3865.0,1564.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7103,655,Jason Herzog,246.0,2237.0,246.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
7102,655,Loic Pora,3147.0,3927.0,3147.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7101,655,Daniel Movahedi,3870.0,3688.0,3688.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7100,655,Marc Goddard,2992.0,3861.0,2992.0,3,F,Flyweight,M,Submission,Arm Triangle From Mount,1,3:26
7099,654,Keith Peterson,2529.0,3629.0,3629.0,5,F,Women's Bantamweight,F,Submission,Guillotine Choke In Clinch,2,0:38
7098,654,Mark Smith,3250.0,2677.0,3250.0,3,F,Welterweight,M,Decision,Split,3,5:00
7097,654,Chris Tognoni,3898.0,1171.0,1171.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Guard,1,4:05
7096,654,Mark Smith,3142.0,1319.0,1319.0,3,F,Middleweight,M,Submission,Rear Naked Choke,2,4:45
7095,654,Jacob Montalvo,3148.0,3492.0,3148.0,3,F,Women's Featherweight,F,Decision,Unanimous,3,5:00
7094,654,Keith Peterson,904.0,1760.0,904.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,1:07
7093,654,Jacob Montalvo,1950.0,3886.0,3886.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7092,654,Chris Tognoni,3158.0,1438.0,3158.0,3,F,Women's Strawweight,F,KO/TKO,"to   On Ground
      Injury",1,0:34
7091,654,Keith Peterson,2007.0,3378.0,3378.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7090,654,Mark Smith,3107.0,305.0,3107.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7089,654,Keith Peterson,1524.0,1892.0,1892.0,3,F,Flyweight,M,Decision,Split,3,5:00
7088,654,Jacob Montalvo,1568.0,3260.0,1568.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7087,654,Chris Tognoni,3049.0,1245.0,1245.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00
7086,653,Herb Dean,227.0,983.0,227.0,5,T,Featherweight,M,KO/TKO,Punches to Head On Ground,3,4:19
7085,653,Jason Herzog,1603.0,1329.0,1329.0,5,T,Flyweight,M,Decision,Split,5,5:00
7084,653,Marc Goddard,144.0,3163.0,3163.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,2,2:23
7083,653,Mark Smith,332.0,2512.0,2512.0,3,F,Lightweight,M,Decision,Split,3,5:00
7082,653,Chris Tognoni,1480.0,101.0,1480.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,0:38
7081,653,Marc Goddard,2097.0,1161.0,2097.0,3,F,Welterweight,M,KO/TKO,Punches to Head In Clinch,1,0:38
7080,653,Herb Dean,467.0,3496.0,467.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
7079,653,Jason Herzog,2398.0,2806.0,2806.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head On Ground,1,0:20
7078,653,Mark Smith,3347.0,1721.0,1721.0,3,F,Light Heavyweight,M,Submission,Guillotine Choke In Clinch,2,1:55
7077,653,Marc Goddard,1231.0,1173.0,1231.0,3,F,Light Heavyweight,M,Submission,Arm Triangle From Half Guard,3,3:42
7076,653,Mark Smith,909.0,1660.0,909.0,3,F,Bantamweight,M,KO/TKO,Punches to Head From Bottom Mount,1,3:10
7075,653,Jason Herzog,940.0,4080.0,4080.0,3,F,Flyweight,M,KO/TKO,Punch to Head At Distance,1,0:17
7074,653,Chris Tognoni,2211.0,1052.0,1052.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7073,652,Mark Smith,512.0,1910.0,512.0,5,F,Middleweight,M,KO/TKO,Punches to Head On Ground,2,4:20
7072,652,Herb Dean,2434.0,3279.0,3279.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7071,652,Kerry Hatley,2721.0,1611.0,1611.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7070,652,Chris Tognoni,2004.0,2859.0,2004.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00
7069,652,Herb Dean,3728.0,899.0,899.0,3,F,Lightweight,M,Submission,Rear Naked Choke,1,4:48
7068,652,Mark Smith,3005.0,912.0,912.0,3,F,Middleweight,M,KO/TKO,Punches to Head On Ground,1,1:17
7067,652,Herb Dean,2070.0,3034.0,3034.0,3,F,Welterweight,M,Submission,Guillotine Choke On Ground,1,0:55
7066,652,Chris Tognoni,3671.0,117.0,3671.0,3,F,Featherweight,M,KO/TKO,Punches to Head On Ground,1,2:54
7065,652,Kerry Hatley,828.0,948.0,948.0,3,F,Women's Featherweight,F,Decision,Split,3,5:00
7064,652,Chris Tognoni,2145.0,3682.0,3682.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,3,3:17
7063,652,Mark Smith,1228.0,3538.0,3538.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7062,652,Kerry Hatley,962.0,2431.0,962.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
7061,651,Marc Goddard,3087.0,380.0,380.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00
7060,651,Keith Peterson,1057.0,3866.0,3866.0,3,F,Women's Flyweight,F,KO/TKO,Elbows to Head From Half Guard,2,3:42
7059,651,Keith Peterson,1381.0,823.0,1381.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,2,4:13
7058,651,Marc Goddard,4027.0,684.0,4027.0,3,F,Middleweight,M,Submission,Rear Naked Choke,1,4:39
7057,651,Dan Miragliotta,1915.0,931.0,1915.0,3,F,Welterweight,M,Decision,Split,3,5:00
7056,651,Andrew Glenn,3654.0,334.0,3654.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7055,651,Larry Folsom,1091.0,1126.0,1091.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,2:36
7054,651,Keith Peterson,1049.0,1001.0,1049.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7053,651,Andrew Glenn,12.0,296.0,296.0,3,F,Flyweight,M,Decision,Split,3,5:00
7052,651,Larry Folsom,1279.0,1865.0,1865.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7051,651,Andrew Glenn,3088.0,2390.0,2390.0,3,F,Featherweight,M,Decision,Split,3,5:00
7050,651,Dan Miragliotta,3646.0,3149.0,3149.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7049,650,Herb Dean,255.0,3562.0,3562.0,5,F,Middleweight,M,Decision,Unanimous,5,5:00
7048,650,Keith Peterson,350.0,688.0,350.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Mount,3,3:25
7047,650,Mark Smith,1229.0,3146.0,1229.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7046,650,Chris Tognoni,906.0,4017.0,906.0,3,F,Featherweight,M,Submission,Arm Triangle From Mount,2,1:48
7045,650,Herb Dean,370.0,1587.0,370.0,3,F,Lightweight,M,KO/TKO,Elbow to Head At Distance,1,1:50
7044,650,Mark Smith,3315.0,883.0,3315.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7043,650,Keith Peterson,2973.0,3379.0,3379.0,3,F,Flyweight,M,KO/TKO,Elbows to Head From Half Guard,2,1:03
7042,650,Chris Tognoni,2286.0,1130.0,2286.0,3,F,Bantamweight,M,Submission,Rear Naked Choke,1,2:25
7041,650,Jerin Valel,2573.0,3732.0,2573.0,3,F,Flyweight,M,Decision,Unanimous,3,4:59
7040,650,Chris Tognoni,3751.0,3013.0,3751.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7039,650,Mark Smith,1294.0,3627.0,3627.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
7038,649,Dan Miragliotta,1440.0,4053.0,1440.0,5,T,Women's Bantamweight,F,Decision,Unanimous,5,5:00
7037,649,Jason Herzog,1401.0,3296.0,1401.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,1,4:10
7036,649,Dan Miragliotta,1884.0,2920.0,1884.0,3,F,Welterweight,M,Submission,Guillotine Choke On Ground,2,1:06
7035,649,Jason Herzog,2464.0,2121.0,2464.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7034,649,Jerin Valel,3846.0,3985.0,3846.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00
7033,649,Jerin Valel,1804.0,2400.0,2400.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00
7031,649,Sal Ram,1495.0,3773.0,1495.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7030,649,Mitch Cadlick,3135.0,3076.0,3076.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
7029,649,Phil Koldyk,3815.0,1397.0,3815.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7028,648,Herb Dean,2283.0,4065.0,4065.0,5,F,Flyweight,M,Decision,Split,5,5:00
7027,648,Mark Smith,3591.0,1198.0,3591.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
7026,648,Dan Miragliotta,1693.0,3599.0,1693.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,0:23
7025,648,Mark Smith,3100.0,4011.0,3100.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00
7024,648,Chris Tognoni,678.0,583.0,678.0,3,F,Women's Flyweight,F,Submission,"Other - Lock On Ground
      Z-Lock",1,1:45
7023,648,Dan Miragliotta,1434.0,30.0,30.0,3,F,Welterweight,M,Decision,Split,3,5:00
7022,648,Herb Dean,824.0,1567.0,824.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7021,648,Mark Smith,3942.0,1799.0,1799.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,2,3:17
7020,648,Chris Tognoni,3516.0,2900.0,3516.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00
7019,648,Herb Dean,1573.0,1536.0,1536.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,2:59
7018,648,Mark Smith,1085.0,2925.0,1085.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7017,648,Chris Tognoni,3756.0,2136.0,3756.0,3,F,Bantamweight,M,KO/TKO,Punches to Head On Ground,2,3:54
7016,648,Dan Miragliotta,2005.0,2715.0,2005.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
7015,647,Jason Herzog,3239.0,2552.0,3239.0,5,F,Women's Strawweight,F,Decision,Unanimous,5,5:00
7014,647,Herb Dean,742.0,2575.0,2575.0,3,F,Middleweight,M,KO/TKO,Elbows to Head From Mount,3,1:01
7013,647,Chris Tognoni,3159.0,2814.0,2814.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
7012,647,Kerry Hatley,3002.0,3635.0,3635.0,3,F,Welterweight,M,KO/TKO,Kick to Head At Distance,2,4:15
7011,647,Herb Dean,3007.0,2364.0,3007.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,1:50
7009,647,Chris Tognoni,2171.0,3245.0,2171.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
7008,647,Kerry Hatley,3385.0,314.0,314.0,3,F,Welterweight,M,KO/TKO,Kick to Body At Distance,2,2:55
7007,647,Herb Dean,2105.0,1517.0,1517.0,3,F,Heavyweight,M,Decision,Split,3,5:00
7006,647,Jason Herzog,2511.0,2984.0,2511.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00
7005,647,Kerry Hatley,681.0,2050.0,681.0,3,F,Women's Flyweight,F,KO/TKO,Punch to Head At Distance,1,2:58
7004,647,Chris Tognoni,807.0,2768.0,2768.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00
7003,646,Dan Miragliotta,926.0,4018.0,4018.0,5,F,Heavyweight,M,Submission,Rear Naked Choke,1,3:43
7002,646,Keith Peterson,632.0,212.0,212.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00
7001,646,Dan Miragliotta,980.0,2865.0,2865.0,3,F,Welterweight,M,KO/TKO,Kick to Head At Distance,1,2:57
7000,646,Keith Peterson,323.0,1178.0,323.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head On Ground,1,2:09
6999,646,Wayne Spinola,1752.0,1597.0,1597.0,3,F,Welterweight,M,Submission,Guillotine Choke From Bottom Guard,2,2:09
6998,646,Dan Miragliotta,3661.0,1773.0,3661.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,4:09
6997,646,Keith Peterson,124.0,731.0,124.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00
6996,646,Wayne Spinola,559.0,672.0,672.0,3,F,Catch Weight,M,Decision,Unanimous,3,5:00
6995,646,Larry Carter,2225.0,3736.0,3736.0,3,F,Women's Flyweight,F,Decision,Split,3,1:55
6994,646,Wayne Spinola,3831.0,2726.0,3831.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,0:14
6993,646,Larry Carter,3447.0,2003.0,2003.0,3,F,Women's Bantamweight,F,Submission,Rear Naked Choke,3,4:20
6992,645,Herb Dean,541.0,3502.0,541.0,5,T,Bantamweight,M,Decision,Split,5,5:00
6991,645,Keith Peterson,1577.0,3616.0,1577.0,5,F,Welterweight,M,Decision,Unanimous,5,5:00
6990,645,Vitor Ribeiro,3976.0,69.0,69.0,3,F,Women's Strawweight,F,KO/TKO,Punch to Head At Distance,1,2:20
6989,645,Keith Peterson,3046.0,1983.0,3046.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
6988,645,Gary Copeland,2743.0,2320.0,2320.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00
6987,645,Herb Dean,3200.0,2926.0,2926.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,4:08
6986,645,Gasper Oliver,1432.0,3448.0,1432.0,3,F,Light Heavyweight,M,Submission,Guillotine Choke Standing,2,2:28
6985,645,Keith Peterson,125.0,3820.0,125.0,3,F,Welterweight,M,Decision,Split,3,5:00
6984,645,Vitor Ribeiro,981.0,2410.0,2410.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00
6983,645,Gary Copeland,625.0,1179.0,1179.0,3,F,Heavyweight,M,KO/TKO,Punches to Head From Mount,1,2:10
